sample_id,scale,pid_k24@2048_f1,pid_k24@2048_f1_strict,pid_k24@512_f1,pid_k24@512_f1_strict,pid_k28@2048_f1,pid_k28@2048_f1_strict,pid_k28@512_f1,pid_k28@512_f1_strict,vae@512_f1,vae@512_f1_strict
00361,0.0,0.4385079771130858,0.10424492971566926,0.36122067317762163,0.12308868501529052,0.4022305431872502,0.08849622085388274,0.3505199709422671,0.11868325831788898,0.33408415184257767,0.11211391176153321
00386,0.0,0.4920039365658332,0.15598551219364284,0.416981982304237,0.14146718146718146,0.48054582390479444,0.14487010987199675,0.39669133094871517,0.13558136538496934,0.37282194924719275,0.12627306838195881
00388,0.0,0.2680109021739792,0.06040936456375609,0.1453038529126341,0.0484153388198214,0.1317515446243437,0.023487711361818334,0.13329318035462207,0.04240282685512368,0.12707947062786062,0.040523509452254
00389,0.0,0.610396948167041,0.19339674716258132,0.5269380248545099,0.18393715982933043,0.6042431674779066,0.18386013227739043,0.5065993513290634,0.17427787135816333,0.4895530893558303,0.1689132537891003
00410,0.0,0.7942192518757556,0.24931408106344222,0.6718069431642869,0.23918951933060525,0.7772755916326824,0.2378091991388693,0.6359752437530729,0.22435031391560042,0.604391354205873,0.21537025207606506
00411,0.0,0.5093959453689371,0.16224753662085448,0.4813368754921481,0.1711255608609065,0.5119656104813777,0.15870352282243727,0.46384487695596743,0.16293527495489882,0.44805801631445435,0.15644987521649598
00431,0.0,0.2391637093239957,0.043521794736084043,0.2484909461220824,0.08137169427492008,0.20569671032522965,0.035067838379215725,0.24040964717897,0.07720427635360386,0.23367740003949428,0.07662656231748627
00447,0.0,0.17426110863466956,0.05574290815314422,0.18669410273235182,0.06578075679046023,0.18002161271322836,0.05752269642905504,0.1892590116460735,0.0680155323932148,0.19264310126970635,0.06920821114369502
00521,0.0,0.414778392039868,0.11456390261843301,0.4157313443091936,0.14337904523024073,0.3943523362027082,0.0957016074682244,0.39272465596455186,0.13371290299622804,0.367766910678468,0.12464380103057775
00572,0.0,0.1767455449003485,0.04546465996218315,0.18623887655441124,0.06275632468597712,0.17473663968800157,0.04258548759591745,0.1749694562801363,0.05902242064143387,0.16837041833674013,0.056698795984391155
00594,0.0,0.16894092473117048,0.03881682209324124,0.16922712621845926,0.05472738411272207,0.16252319217354586,0.03639995139585042,0.1657490414414116,0.05451412818745693,0.17088803410108114,0.05555362177590588
00602,0.0,0.1174708252631014,0.025582449177305185,0.13447874472390622,0.04366643480949069,0.08966446233410949,0.017958259736250922,0.11178397912447414,0.036535111941883684,0.10030072855523212,0.03207547169811321
00657,0.0,0.26637518054996906,0.0688366915782925,0.2356562111612405,0.07759668576815261,0.23617919719805494,0.05399224791742055,0.2208373768089575,0.07308077348648506,0.21419363598165003,0.07142857142857142
00659,0.0,0.5831516634718982,0.1542030667353754,0.5066313940797301,0.17815737888546626,0.5441719700880842,0.1334120996716993,0.4809046961502598,0.17029397197214696,0.4731173450306972,0.1653237133521593
00738,0.0,0.12352056387854346,0.02273058095622834,0.18273497533899224,0.0613043169049143,0.11987220312872779,0.020782272956186,0.1526102464495039,0.05019928358811362,0.14003449872191587,0.045243530226474135
00742,0.0,0.2890754193035486,0.060853123743754116,0.2763007871181959,0.09253827299393258,0.26233040916829276,0.04872251137604204,0.26966969825310694,0.08990715659312255,0.26839531472928296,0.08866521884396926
00842,0.0,0.31616421236638503,0.07246625117094586,0.30499788754232837,0.09681801104014334,0.2927316732701887,0.06543138523603055,0.29736377550160203,0.09703894898639831,0.2958356531596325,0.10047288224648257
00848,0.0,0.17004011739029012,0.04050545468382738,0.18738873588228142,0.06290150947857959,0.138473319547008,0.027993256902607913,0.1670555952271287,0.0526973996291345,0.15998662446972967,0.048433173647431105
00918,0.0,0.1554388814800671,0.03317733377216572,0.1286279511249992,0.041704932202474204,0.12291930578812696,0.022011297342346515,0.12042637063732614,0.039003966505068315,0.1254655640653686,0.04003729501453409
00968,0.0,0.3151754813133299,0.08025714632272672,0.32077361088252904,0.10651000925896363,0.2932794610045543,0.06639740324325777,0.3246193260555633,0.11260251046025105,0.3257562966355455,0.11022489987334406
00977,0.0,0.19927045476971655,0.0417927905347652,0.15030302830089923,0.05204634647729396,0.14834417759735147,0.026829850578586674,0.13667108295840422,0.04459524963645177,0.13768994065012372,0.04649802602719696
00984,0.0,0.21867685449418306,0.05735978950815428,0.23067954817723763,0.07653767718220499,0.21031016509933084,0.053584985364356776,0.23116101581881457,0.0766043456291056,0.22717115200870164,0.0750839142783372
01111,0.0,0.35398004537561234,0.08524393266007883,0.332086971270808,0.10525820270206657,0.2532341731658121,0.04415312700267652,0.29478227814379837,0.09226087188659601,0.2850296184799861,0.09205458347089249
01134,0.0,0.49964233091121657,0.14644699152406265,0.48729277224334444,0.16487938097405552,0.49685525914422074,0.142870961920231,0.4542916625685619,0.153015823886718,0.4155700929590988,0.13938543509649604
01143,0.0,0.5238162991465862,0.1686285457990462,0.4206698638375812,0.1435577194467965,0.5194892492619507,0.16485092537176838,0.3902738733429983,0.1319712636518417,0.36800749189945964,0.1281940233867475
01173,0.0,0.11836224574823777,0.031978492490730794,0.10522981136379062,0.03290749782623236,0.11620745600477624,0.029949817700230568,0.09972170436384864,0.030935309755901072,0.09646321296701653,0.030846418284864816
01243,0.0,0.5783947923693631,0.18069752206250722,0.41529286086229317,0.14700068578805114,0.5264906911627303,0.15402907382827205,0.35515673291471894,0.12554616953102243,0.3090363241445028,0.10729818198583087
01247,0.0,0.576067050632215,0.16787581036614485,0.2867581158657515,0.09488174110054581,0.5633341217003328,0.15745846257306664,0.17893344676651673,0.057075291596359205,0.12753121442182766,0.042130345509391876
01291,0.0,0.657095688593671,0.17172622360755502,0.5628925468078423,0.191556676748108,0.583932951110635,0.1312358623711905,0.49274741936413324,0.16671050799201573,0.4621737326168226,0.1568664915213757
01296,0.0,0.22163384669069325,0.07135451969915473,0.18728295281264434,0.06322755404687205,0.21014517080346354,0.06574302849465141,0.17749474531204193,0.05941665831412248,0.16374814560632495,0.05656003708854891
01337,0.0,0.23015280794392096,0.06376231447064022,0.15152667696005853,0.05111369680851064,0.1943524981944894,0.04923830469423432,0.13120011640741447,0.04272000804141328,0.11660881081008231,0.03696434412823029
01401,0.0,0.4946359653957786,0.15842642801102555,0.3814008262844243,0.1299397630237638,0.4804333211885162,0.14149928983541835,0.36766139665995135,0.12535028364431686,0.363402266588736,0.1251118298809442
01450,0.0,0.3483373036584815,0.09239988488341756,0.2725071886173816,0.08844795695308559,0.2744206220511502,0.06591045723510545,0.22703020627651976,0.07305155142926949,0.19778580839492776,0.0650759219088937
01472,0.0,0.11240910515153292,0.025640321488072354,0.14346232156008204,0.04737161167402788,0.09126034898676536,0.01799872556905431,0.1288527046117692,0.04353819097865868,0.1277060551268842,0.0440579156114111
01479,0.0,0.13871311116017224,0.023357538735385736,0.12741403522271305,0.0420081603689906,0.12180705834956533,0.01960480193566399,0.12966597627462031,0.04420435688309854,0.11613943570902976,0.03765044009340758
01511,0.0,0.5556095688940466,0.14252600690456563,0.41281747490704557,0.1431980906921241,0.48665931562672643,0.11896713716427099,0.37797807044315695,0.12992841595045218,0.3696245123105609,0.12881509092962837
01551,0.0,0.07622286960011027,0.013682256993513017,0.10150215894304339,0.031072576030984553,0.059664356795499064,0.010228816294061582,0.09539041549116795,0.029227166276346604,0.09159357535825771,0.029049081249695373
01572,0.0,0.22648423439575255,0.048384714157471906,0.24192513808796173,0.07896865520728008,0.17980597076444416,0.030711847445607114,0.19579078039023579,0.06389482511429112,0.1839246833696219,0.0597458326456511
01605,0.0,0.17049334569228594,0.034720576550455136,0.1626886468828492,0.05417279936732497,0.15709834439291742,0.03057910973997356,0.16162484958580955,0.053836757357023875,0.16011503983285125,0.05383634288782976
01650,0.0,0.34547356953622227,0.09658994610352191,0.28993971080163095,0.09910986565564989,0.31308259206087286,0.08434376933587195,0.2804242237132185,0.09616636999088264,0.2735631761137293,0.09259585720581755
01651,0.0,0.12082751105220346,0.02317715843842584,0.0779468641399833,0.027938671209540033,0.08989770513457175,0.01386318912092108,0.08786051151822966,0.02960874162848079,0.08638743455497382,0.027679205110007096
01732,0.0,0.2847837833337242,0.08734421612676108,0.2121378593736062,0.07097036134794965,0.2626979337396577,0.07726047997994862,0.18039606531603455,0.06092070201231278,0.16074632111928913,0.05156667843988092
01746,0.0,0.35080062228932785,0.06616185924164518,0.4578225841280021,0.15500117123448115,0.3209691469457838,0.056988085914944864,0.3998848839818452,0.13245527767057974,0.3932077005215679,0.13283874754892777
01799,0.0,0.0931592746286015,0.024262084907584573,0.06648488413905092,0.022439526505404015,0.06450396767596019,0.01423665939794972,0.06364043191041942,0.02179755150791281,0.0587546740080606,0.02092723760463619
01802,0.0,0.2839560228068856,0.058200985051412774,0.3729807251547127,0.12495168345031024,0.28254262276991915,0.05489575364268693,0.34863537683591206,0.11580320297633047,0.3327070213812385,0.11175648528255742
01828,0.0,0.20822153818566372,0.06168159664907256,0.20020468078059112,0.06831949410478413,0.18524904896689676,0.04995325441449508,0.1927694998439199,0.06278149310768391,0.18904989144264717,0.061069263273929815
01835,0.0,0.44780476166556604,0.12747519094920698,0.37049599903721553,0.12217214628740303,0.4268341101107711,0.11066396071409487,0.32796494429070683,0.10649300900210687,0.30124246978331387,0.09946988903888578
01843,0.0,0.584406991542581,0.1687447586532772,0.5640316954541434,0.20097949747520838,0.5777862545814902,0.16152629980065325,0.5576533024526822,0.19773020852555823,0.5404043516155949,0.1906385907825162
01847,0.0,0.248875388253468,0.06889845525288818,0.21394384869211402,0.07070409494549892,0.19972817130088721,0.050358533087482074,0.19688610070689172,0.06498194945848375,0.196814238994551,0.06667338100513646
01861,0.0,0.23141240213131653,0.0591606502579849,0.20374375147431042,0.06773095758514788,0.19174958987473373,0.042957217913435077,0.18111774408859746,0.06041504134810423,0.15779673175026684,0.05109339873288371
01891,0.0,0.4114120154584529,0.11072772785822181,0.1472387611254132,0.050887282654910826,0.3665631868251573,0.08918579763366326,0.11689525926234128,0.04004505643548424,0.1055479884756986,0.036349213755774344
01901,0.0,0.49942400746409227,0.12381291048955975,0.4410400718940562,0.15561241013018978,0.4250662874937898,0.08455446133860213,0.4048786128778319,0.13920886396648988,0.400039825146444,0.13748255081543018
01915,0.0,0.23371675627566643,0.05280236779294489,0.26593581168806807,0.08755934869360053,0.22402171864663958,0.04619511565890167,0.24791951246068447,0.08257721855142107,0.24153512678572786,0.07969836832867451
01918,0.0,0.3828227627574842,0.0813146160005143,0.3405281828847555,0.11815001943256899,0.35649929389126184,0.06987673343605547,0.3153978154081502,0.1085779367394649,0.3094647539865378,0.10718807145871431
01952,0.0,0.5882314074266868,0.1609322974472808,0.5505827449305992,0.19316265956391765,0.4724719859296963,0.0855370354377177,0.5582938873455786,0.19683254772730432,0.555579628205736,0.19632218148487626
01964,0.0,0.3048585376434104,0.06531434823241018,0.2296578827145553,0.07584640792733278,0.23356280831460377,0.04297818629819306,0.2259030448461156,0.07543438933064076,0.2276299116345697,0.07621970445420721
01991,0.0,0.05365117760693809,0.008496949377998874,0.054106833479904894,0.016939863484629565,0.04655115803486569,0.00632731782685011,0.05567317562472343,0.017783582839344923,0.05288976511542095,0.016574027286508336
02022,0.0,0.20102339733808375,0.051177637494113,0.17085081110697609,0.05322896281800391,0.2153701601055953,0.04702228978671708,0.16784144898925688,0.05420015648339142,0.16687564946965122,0.05320952170388385
02026,0.0,0.0610053546562027,0.01203681690045172,0.0955641900966591,0.03016924208977189,0.03646498810487494,0.00517037037037037,0.0888311275927375,0.030404577033101756,0.08341116242138036,0.02682662667666417
02045,0.0,0.37594044706578567,0.1124281419756342,0.26718527080473914,0.08662309949319819,0.2921690568916689,0.06703808910999859,0.26498345168531373,0.08772120290956466,0.2560030495132042,0.08277972680450847
02060,0.0,0.6788523985975191,0.21701083230290844,0.5759141625090285,0.2039899526615786,0.6525136651838793,0.19525703944043174,0.544112554556091,0.19260275364527765,0.5028360351656668,0.17345563162485791
02061,0.0,0.34979392850273056,0.07646960984650478,0.32059590658764187,0.11190683121849469,0.32618500699028363,0.0657895415066622,0.31372218841602006,0.10709229898074746,0.2920669194265977,0.1004735883424408
02086,0.0,0.3898129895841282,0.07599846342581693,0.347227621708443,0.1226794491611488,0.346334709813865,0.0620075390276324,0.3363402125255257,0.11587380244466468,0.348229657837169,0.12280485297141681
02105,0.0,0.6118239992700273,0.17473131070415332,0.5411338217248249,0.19305300837439512,0.5974461315660311,0.1629781490942545,0.5419968036489654,0.19558197481479825,0.5385420347506628,0.19138401428138369
02178,0.0,0.33658009998995975,0.0740593290284993,0.33891923392099854,0.11324815806175667,0.33647820804620227,0.07190576739540012,0.33713118393041014,0.1161293997038387,0.34059579001747753,0.11752606770461363
02212,0.0,0.03153637576373152,0.007328469022017409,0.011350911480974009,0.003892644949805368,0.01821960941120146,0.003273347812596959,0.009706851303813725,0.0032676179065461277,0.010245719861616251,0.003147128245476003
02236,0.0,0.3395430719915225,0.09576563714239242,0.3060910354685646,0.09530454196609224,0.32418819962572226,0.08880639915904276,0.29083634028345373,0.09275885051162426,0.28837618132537074,0.09283690813435856
02281,0.0,0.4243436641368167,0.0869355756534422,0.4954410237957292,0.16234173385987877,0.409329131731358,0.07150353536013844,0.5110261429919155,0.17343153593892802,0.5131876854928317,0.17491976651517435
02327,0.0,0.046771025275187866,0.0074216709673898635,0.09735743444402768,0.03205495134516314,0.05033839715013707,0.006339673006339673,0.10653193335535344,0.03269462682567332,0.10550168349160359,0.03130981678971835
02345,0.0,0.34680981705533864,0.08502099784346473,0.3466646629552167,0.11994277959138759,0.3405222744895247,0.08202502716060502,0.3401532925563692,0.11663082968784756,0.3310435888591948,0.1137311947326111
02367,0.0,0.20785419304769084,0.045075645321844056,0.24244241607383257,0.08279007955749511,0.16171705406635942,0.027967537925238022,0.20336435923733465,0.06654820910876275,0.21014099665383115,0.06912425149700599
02423,0.0,0.4576913011525537,0.09567374978841461,0.49349650573518034,0.17292129431173117,0.42125268972742863,0.08334486164418378,0.4503693064324168,0.15739517992736876,0.4374701855604551,0.15401672935496546
02454,0.0,0.2860455558456878,0.06466004834221968,0.3055911486847141,0.11225388186329438,0.2813476663258292,0.06408379554217612,0.302792077247583,0.11029337634842222,0.3012989521794157,0.1098027972887187
02465,0.0,0.30182350432258764,0.06652877321853165,0.29654052865946423,0.09761684507290427,0.27948482802159247,0.055262056465592346,0.2927062567983375,0.09804184549356224,0.28940464104780406,0.09904060035500034
02469,0.0,0.08183369018103666,0.022106985092024134,0.07170176325994551,0.024390243902439025,0.0812228339264142,0.020964541454576827,0.08177605215800302,0.02724702253448719,0.08019726483381327,0.02418028822903569
02474,0.0,0.05660364348456355,0.018359671006875362,0.043386191010703345,0.012968757085203828,0.059462885238352095,0.01920874736803221,0.046904182255842745,0.015867436605573687,0.04911101929645668,0.013942513942513942
02520,0.0,0.5778276814182471,0.16205057444004559,0.4930766053813311,0.16930352901255513,0.5388584048983754,0.14379763763564388,0.45266351452665426,0.15656172935504653,0.44083133095205007,0.15349957621448007
02547,0.0,0.6616987990188591,0.16667992079869848,0.5083051887727085,0.17826028682482242,0.5936570810755533,0.13529812310039682,0.492920644252917,0.17222784308407998,0.4808600806105946,0.16868690065512548
02558,0.0,0.09933889242854167,0.026142395613950594,0.13655652672539634,0.04400342172797263,0.09302024956189749,0.022920261961528857,0.12292164511103716,0.04054899363432314,0.12118296951611937,0.038185978468809785
02581,0.0,0.3096720660159837,0.07104446065503245,0.20506402735500096,0.06832204665161776,0.2554529275024902,0.05212722146545443,0.1988920529664954,0.06269691241335854,0.1802405015481102,0.05725567620927937
02592,0.0,0.3313735034716398,0.08709238757177,0.2957280262652045,0.09680945548951288,0.30158500214808553,0.06972975868441493,0.2827134170994735,0.0920733569234638,0.27633981157745247,0.09025142536685672
02618,0.0,0.3155748198913854,0.09105195758402634,0.3117548603917328,0.10325408494465559,0.29772944213311153,0.07871260536263824,0.28552704558525255,0.09532424592158208,0.2674028575757034,0.08720968702441606
02619,0.0,0.09174173370737414,0.017761087507364527,0.11784305503021042,0.039333133672756315,0.07384857115008087,0.012257117330811551,0.1117851182750126,0.036015817035374584,0.1081567805390433,0.036543955155500456
02628,0.0,0.18799540560228944,0.05260965139430768,0.1625212643410774,0.051167870946059485,0.17771829008737053,0.04391246444484635,0.14073257087270355,0.04344039752061882,0.14115542414692042,0.04365100963370163
02675,0.0,0.4847645136372758,0.12896413023130793,0.3822946702414498,0.12711944235116804,0.408606935479928,0.0916554124101294,0.28995068866927237,0.0949942177432678,0.25433130973679235,0.08127136221553563
02698,0.0,0.06795451434611681,0.010714626770650963,0.05968937426434525,0.01804288883411388,0.04872695436669567,0.0069585085942774055,0.052290649012868035,0.016242339694085995,0.05071479027701897,0.016809230157151384
02790,0.0,0.1878657520409444,0.047693107642596495,0.17166035701357654,0.05652823018458197,0.17297541659737806,0.039323548287617,0.15839490527855216,0.049644054389995855,0.15420837901471987,0.04892966360856269
02805,0.0,0.4457421533648064,0.09797039219112764,0.421031145346624,0.14574886976812018,0.4194365673399385,0.08493321630435209,0.4147550250068045,0.14521353614664656,0.4076544042476471,0.1427581636341728
02817,0.0,0.2431133531288844,0.07350384718865906,0.22076060793073465,0.07336390162567737,0.23685029686005105,0.07000802134976812,0.21052037215447825,0.06685339088112402,0.20555865885641328,0.06736155082558083
02859,0.0,0.12653987703475397,0.027321106148436757,0.1255818185537255,0.0405217873993894,0.12293746241249241,0.02454935026631274,0.12354885718976813,0.03869840213049268,0.1162215346111265,0.03567645438752595
02903,0.0,0.22614403656331336,0.0474214365368092,0.3169591346126918,0.10322223977254778,0.19484705077995387,0.03752736693705556,0.30251136152602454,0.09491880565741226,0.2932059228687879,0.09493765960642932
02920,0.0,0.17860020368692114,0.030576914429605646,0.27575206701883076,0.08821021626230524,0.14881485054939628,0.022711766967158327,0.2331644162451364,0.07294327787816479,0.22403763151569533,0.0694933735950344
02984,0.0,0.03234608462823876,0.004029565822511026,0.11033243800916377,0.03550069983458455,0.025802131094186047,0.003014193206472235,0.08399102068006782,0.02708803611738149,0.07423054571145322,0.0239642567018684
02992,0.0,0.36841737140627984,0.10553885049338983,0.3054901870487642,0.10319696457417633,0.3205368523236392,0.08417255889846277,0.2861678744832082,0.09789040122101654,0.2713786315806143,0.08997050147492626
03045,0.0,0.342528035814516,0.09207674511645707,0.2104626191285552,0.06947409276149816,0.19764298226567154,0.04320592776106313,0.16480888562344473,0.05467921739968516,0.14859617501688183,0.0487088810302262
03051,0.0,0.28205227239076947,0.059292541546913186,0.32753136174987846,0.10795812342569269,0.27079224098858257,0.05135863313980918,0.31721925828231684,0.1046085086646709,0.3140562708772267,0.10463480151792948
03058,0.0,0.15260779756319198,0.031216589511616676,0.1841936564065182,0.05859192525859193,0.08218067199135264,0.012782637121584754,0.1507107433683017,0.04754019943334437,0.1521195351505255,0.04994307957842165
03070,0.0,0.34979450695525066,0.08935608059350754,0.29728211005039457,0.09909015715467329,0.3426810511465906,0.08592304629868153,0.2840093636534607,0.09395002192021043,0.27855000578653377,0.0923427869535654
03072,0.0,0.6481926984583576,0.17212450000559013,0.4611129181178113,0.15470333876798753,0.613666136701888,0.14196554295473512,0.39603814303488843,0.12806881309360255,0.3179144708652716,0.10269609011327709
03109,0.0,0.23858030044216577,0.056732149272791244,0.22446399540162226,0.07359099334111348,0.22280565633883626,0.048760376622653076,0.2192196555390245,0.06989260058322862,0.21913052239101347,0.06972854138787994
03124,0.0,0.6578963482877477,0.19725470259278088,0.5281260264714343,0.18652199171679693,0.6388147454873595,0.1778127170146591,0.5137539464112129,0.1795555726128339,0.4949976842073295,0.1727124536009584
03137,0.0,0.1067939357069072,0.016057666100289376,0.17364311580305633,0.05541823858462339,0.06963150172470277,0.009067242052331817,0.15515283696151938,0.05112952340485801,0.14885268655745823,0.04904058906743081
03143,0.0,0.30523505620499286,0.09369495790888255,0.2571159875935089,0.08538816314962253,0.28027668531934774,0.07687083974156426,0.2483393420719697,0.08305369127516779,0.24675035125765554,0.08290697674418605
03161,0.0,0.18423011577953277,0.03334140820563314,0.11876481118304182,0.0391616949671103,0.10443928503986226,0.016527863530581857,0.11612069750815021,0.03990331120745885,0.11821715483897097,0.03985923035727947
03235,0.0,0.1678520603412376,0.030115047809373133,0.1754953576097518,0.057219179911847204,0.13776814842329452,0.023053170167348334,0.16245326359148457,0.05267798104474322,0.16399455465989568,0.05111573111573112
03249,0.0,0.14543540754455236,0.023099206811610304,0.16348877696761688,0.05673294439814264,0.14801459472686293,0.024661376201503323,0.1642615499034191,0.057027204000238106,0.16378352347059766,0.05686554721924497
03283,0.0,0.45149976569485506,0.12439672066094139,0.3630825648599576,0.12487004255673076,0.4210144843603843,0.10887419699497888,0.32513906012339566,0.10983540984578007,0.29243712361848706,0.0985935193099697
03295,0.0,0.22153710301091123,0.057773347300957394,0.21713323842795093,0.07388103459508763,0.20316581430518607,0.050700004586852046,0.202314110900024,0.06653467170089326,0.18656988949375627,0.06276243093922652
03314,0.0,0.07339280159599391,0.020052931596091204,0.06526714593227749,0.01975569295732167,0.05648811369371057,0.009892072832074933,0.059089713751753474,0.01692135025468359,0.05670443011514962,0.01770842465152976
03329,0.0,0.09501822331205695,0.01865707328198224,0.09315779655088903,0.02698066126013724,0.07851527333747951,0.01376048161685659,0.08992941341048055,0.023386821440764767,0.08938315775802656,0.02490726020137785
03330,0.0,0.10188805272384163,0.03046019146233659,0.10129406505623094,0.0317687318044844,0.10700492354475837,0.029691460370095096,0.09893712604740004,0.03180377280049888,0.10238523726654054,0.03384567613724577
03347,0.0,0.03304366279391446,0.010114683661571389,0.03388078083694808,0.010252159497426054,0.037859599338463015,0.011474132093070799,0.037898577337754265,0.012452455362550572,0.036103685138846785,0.012217687764568705
03423,0.0,0.5090709789926257,0.12554785558209258,0.43219085615838787,0.14887436456063907,0.47132869157788176,0.10795801800306339,0.3992338860101821,0.13751036939442737,0.39281467078612764,0.1352068195556433
03468,0.0,0.47136973518463027,0.10850679868368991,0.405625079206062,0.14077325337157592,0.42497190251163985,0.08431601302937343,0.3808890453813512,0.13560745841021257,0.3689128954436595,0.13069984447900468
03495,0.0,0.5327168212394792,0.14718127016543037,0.4686007474965754,0.1655130448010953,0.5073044895126625,0.1307327533880202,0.4509591393376958,0.16083196744475217,0.4404916270864111,0.1569882287707787
03504,0.0,0.48641176842113315,0.14121843968702905,0.45089528349225666,0.1555245580013382,0.4829350252557253,0.13898936972475612,0.44611693296900135,0.1533862900853192,0.44210844820624456,0.15159447881960972
03512,0.0,0.5840354898975706,0.15109968525318604,0.38221961460623616,0.12835778913318643,0.5518717589477146,0.13563511309665133,0.36516350304013134,0.12242356509938533,0.34369850403001806,0.11383891594606235
03513,0.0,0.2377042733643153,0.05795947065519081,0.24044455953540322,0.07745591939546599,0.22047864313321233,0.05022066980401755,0.2264762651248226,0.0738948903174498,0.2168598006065661,0.07222939457769927
03514,0.0,0.4823040322636982,0.13997411953673541,0.39885642960620193,0.13767951559146352,0.45932716200536944,0.1239224240350527,0.3846644986451093,0.13145010101745508,0.37123202455916327,0.12847358303939682
03524,0.0,0.06590798242445721,0.01841357598095677,0.05881642503342993,0.022870211549456832,0.055347241436971346,0.014157718350318036,0.04093629826904506,0.016083177646007637,0.030350877192982458,0.013272790778903249
03537,0.0,0.1203566014296173,0.03108712867640288,0.14328137752012235,0.046402832216462256,0.12786051329179532,0.032085376804586584,0.1301966793537393,0.04226553783553193,0.12184872112529171,0.03917257919456381
03630,0.0,0.5425240805942069,0.14030060549329754,0.45047010117107195,0.15194054500412882,0.49779174997191056,0.12375874265804052,0.42558555592328046,0.1424882001959213,0.4050383805089157,0.13620034226443192
03651,0.0,0.13353884658486978,0.02537381496801377,0.1433169253305995,0.04829071202187114,0.1011334666198462,0.015689255622680937,0.11548380462538613,0.035834042340223214,0.1206233413484414,0.03730093252331308
03693,0.0,0.2266422599204674,0.05521953053997305,0.25266473707586506,0.08310199695531477,0.21560201548600025,0.05024573349226647,0.24084098618490604,0.0806349652314392,0.23553485364644866,0.07965502204564175
03706,0.0,0.3106560191218846,0.060075252659416295,0.3158375536963257,0.10582238186393651,0.30626913028247466,0.056045273548395114,0.31336021454695295,0.10249560319686547,0.3107841610423517,0.10103715135147402
03718,0.0,0.2387058887649751,0.03840103116634167,0.2738999677861961,0.08794609629020253,0.23132858883495067,0.03670722747803909,0.2741299570358546,0.09068564799339324,0.2727174257933638,0.09136716135889462
