split,condition,method,controller,res,cond_res,subset,via,n,f1,mse,rmse,miou,sr,fid,pfid,musiq,niqe,maniqa,qalign,deqa,unipercept_iaa,unipercept_iqa,vqr1,psnr,ssim,lpips,dists
multigen5k,canny,pid_roundtrip,,2048,512,,,5000,0.8003723149319996,,,,,,,70.63233834762573,3.5708556578739574,0.33951208212822676,4.5015841796875,4.0230115234375,74.072925,72.577675,4.515834,,,,
multigen5k,depth,pid_roundtrip,,2048,512,,,5000,,61.99200827423462,6.183940467247271,,,,,70.63233834762573,3.5708556578739574,0.33951208212822676,4.5015841796875,,,,,,,,
multigen5k,canny,pid_roundtrip,,2048,512,subset500,,500,0.7987523687653847,,,,,,,70.51686752319335,3.5982682218668622,0.33810818165540696,4.5157890625,,,,,,,,
multigen5k,depth,pid_roundtrip,,2048,512,subset500,,500,,77.10173118093338,6.276461346049044,,,,,70.51686752319335,3.5982682218668622,0.33810818165540696,4.5157890625,,,,,,,,
multigen5k,canny,pid_roundtrip,,512,512,,,5000,0.916744272201878,,,,,1.8808460212712248,3.780142503604054,72.95310610275268,4.090176721253997,0.579257899236679,4.438605859375,4.02352890625,73.844225,71.78695,4.494648,28.430132653045654,0.8571051431710858,0.053653025724273176,0.056101373720169066
multigen5k,depth,pid_roundtrip,,512,512,,,5000,,62.398339057025034,6.179832565933156,,,1.8808460212712248,3.780142503604054,72.95310610275268,4.090176721253997,0.579257899236679,4.438605859375,,,,,28.430132653045654,0.8571051431710858,0.053653025724273176,0.056101373720169066
multigen5k,canny,pid_roundtrip,,512,512,subset500,,500,0.916308671111493,,,,,10.716951701158052,21.269400737939463,72.95529888916016,4.066279889192927,0.572384061306715,4.4483828125,,,,,28.627364109039306,0.8615670638786848,0.05316083656437695,0.05527760648727417
multigen5k,depth,pid_roundtrip,,512,512,subset500,,500,,78.17992695518973,6.27093916741772,,,10.716951701158052,21.269400737939463,72.95529888916016,4.066279889192927,0.572384061306715,4.4483828125,,,,,28.627364109039306,0.8615670638786848,0.05316083656437695,0.05527760648727417
multigen5k,canny,pidt_roundtrip,,2048,512,subset500,,500,0.7707748104677803,,,,,,,68.80950067138671,5.041401933303965,0.3008929722905159,4.52065234375,,,,,,,,
multigen5k,depth,pidt_roundtrip,,2048,512,subset500,,500,,66.84750166698262,6.202884215737132,,,,,68.80950067138671,5.041401933303965,0.3008929722905159,4.52065234375,,,,,,,,
multigen5k,canny,pidt_roundtrip,,512,512,subset500,,500,0.914850408236028,,,,,12.021101543059103,23.292977823680474,72.89275024414063,3.942972538764122,0.5435132539868355,4.4262578125,,,,,28.99292862701416,0.8778312566336555,0.054706057911738756,0.05763440704345703
multigen5k,depth,pidt_roundtrip,,512,512,subset500,,500,,69.89058875717956,6.340863913576466,,,12.021101543059103,23.292977823680474,72.89275024414063,3.942972538764122,0.5435132539868355,4.4262578125,,,,,28.99292862701416,0.8778312566336555,0.054706057911738756,0.05763440704345703
multigen5k,canny,real,,2048,512,,upsampled_ref,5000,0.5473920623258469,,,,,,,,,,,,,,,,,,
multigen5k,canny,real,,2048,2048,,upsampled_ref,5000,0.30610163181598987,,,,,,,,,,,,,,,,,,
multigen5k,canny,real,,512,512,,,5000,1.0,,,,,,,72.77775458984375,3.6151598374350637,0.4977360603734851,4.3059609375,3.8577318359375,71.3611375,69.786425,4.483976,,,,
multigen5k,depth,real,,512,512,,,5000,,0.001151424261002671,0.03143382758596427,,,,,72.77775458984375,3.6151598374350637,0.4977360603734851,4.3059609375,,,,,,,,
multigen5k,canny,vae_roundtrip,,2048,512,,upsampled_ref,5000,0.5292262498530177,,,,,,,,,,,,,,,,,,
multigen5k,canny,vae_roundtrip,,2048,2048,,upsampled_ref,5000,0.29643957500697077,,,,,,,,,,,,,,,,,,
multigen5k,canny,vae_roundtrip,,512,512,,,5000,0.9426999009389118,,,,,0.6374696181414379,1.5562637160499548,72.73201953125,3.7826655847727393,0.48462260330021384,4.4434919921875,3.9764509765625,69.8201,69.113,4.470428000000001,32.168523934173585,0.9233358005816775,0.01929281577344518,0.016033120334148408
multigen5k,depth,vae_roundtrip,,512,512,,,5000,,10.817988892532455,2.539467768818304,,,0.6374696181414379,1.5562637160499548,72.73201953125,3.7826655847727393,0.48462260330021384,4.4434919921875,,,,,32.168523934173585,0.9233358005816775,0.01929281577344518,0.016033120334148408
